journal_id,line_number,posting_date,account_code,debit_amount,credit_amount,currency,external_reference,narration
jrn_0042_0022,3,2026-04-23,140000,33.25,0.00,INR,set_0042_0022,Synthetic input GST
jrn_0042_0022,4,2026-04-23,120000,0.00,7133.00,INR,set_0042_0022,Synthetic clearing credit
jrn_0042_0023,1,2026-04-24,110000,5550.72,0.00,INR,set_0042_0023,Synthetic bank receipt
jrn_0042_0023,2,2026-04-24,510000,117.19,0.00,INR,set_0042_0023,Synthetic gateway fee expense
jrn_0042_0023,3,2026-04-24,140000,21.09,0.00,INR,set_0042_0023,Synthetic input GST
jrn_0042_0023,4,2026-04-24,120000,0.00,5689.00,INR,set_0042_0023,Synthetic clearing credit
jrn_0042_0024,1,2026-04-25,110000,5425.24,0.00,INR,set_0042_0024,Synthetic bank receipt
jrn_0042_0024,2,2026-04-25,510000,132.85,0.00,INR,set_0042_0024,Synthetic gateway fee expense
jrn_0042_0024,3,2026-04-25,140000,23.91,0.00,INR,set_0042_0024,Synthetic input GST
jrn_0042_0024,4,2026-04-25,120000,0.00,5582.00,INR,set_0042_0024,Synthetic clearing credit
jrn_0042_0021_duplicate,1,2026-04-22,110000,6790.64,0.00,INR,set_0042_0021,Synthetic bank receipt duplicate posting
jrn_0042_0021_duplicate,2,2026-04-22,510000,165.56,0.00,INR,set_0042_0021,Synthetic gateway fee expense duplicate posting
jrn_0042_0021_duplicate,3,2026-04-22,140000,29.80,0.00,INR,set_0042_0021,Synthetic input GST duplicate posting
jrn_0042_0021_duplicate,4,2026-04-22,120000,0.00,6986.00,INR,set_0042_0021,Synthetic clearing credit duplicate posting
