journal_id,line_number,posting_date,account_code,debit_amount,credit_amount,currency,external_reference,narration
jrn_1042_0008,2,2026-04-09,510000,97.31,0.00,INR,set_1042_0008,Synthetic gateway fee expense
jrn_1042_0008,3,2026-04-09,140000,17.51,0.00,INR,set_1042_0008,Synthetic input GST
jrn_1042_0008,4,2026-04-09,120000,0.00,5232.00,INR,set_1042_0008,Synthetic clearing credit
jrn_1042_0009,1,2026-04-10,110000,4155.48,0.00,INR,set_1042_0009,Synthetic bank receipt
jrn_1042_0009,2,2026-04-10,510000,87.73,0.00,INR,set_1042_0009,Synthetic gateway fee expense
jrn_1042_0009,3,2026-04-10,140000,15.79,0.00,INR,set_1042_0009,Synthetic input GST
jrn_1042_0009,4,2026-04-10,120000,0.00,4259.00,INR,set_1042_0009,Synthetic clearing credit
jrn_1042_0010,1,2026-04-11,110000,4557.24,0.00,INR,set_1042_0010,Synthetic bank receipt
jrn_1042_0010,2,2026-04-11,510000,90.48,0.00,INR,set_1042_0010,Synthetic gateway fee expense
jrn_1042_0010,3,2026-04-11,140000,16.28,0.00,INR,set_1042_0010,Synthetic input GST
jrn_1042_0010,4,2026-04-11,120000,0.00,4664.00,INR,set_1042_0010,Synthetic clearing credit
jrn_1042_0011,1,2026-04-12,110000,2336.28,0.00,INR,set_1042_0011,Synthetic bank receipt
jrn_1042_0011,2,2026-04-12,510000,46.38,0.00,INR,set_1042_0011,Synthetic gateway fee expense
jrn_1042_0011,3,2026-04-12,140000,8.34,0.00,INR,set_1042_0011,Synthetic input GST
jrn_1042_0011,4,2026-04-12,120000,0.00,2391.00,INR,set_1042_0011,Synthetic clearing credit
jrn_1042_0012,1,2026-04-13,110000,3375.22,0.00,INR,set_1042_0012,Synthetic bank receipt
jrn_1042_0012,2,2026-04-13,510000,83.72,0.00,INR,set_1042_0012,Synthetic gateway fee expense
jrn_1042_0012,3,2026-04-13,140000,15.06,0.00,INR,set_1042_0012,Synthetic input GST
jrn_1042_0012,4,2026-04-13,120000,0.00,3474.00,INR,set_1042_0012,Synthetic clearing credit
jrn_1042_0013,1,2026-04-14,110000,4248.57,0.00,INR,set_1042_0013,Synthetic bank receipt
jrn_1042_0013,2,2026-04-14,510000,82.57,0.00,INR,set_1042_0013,Synthetic gateway fee expense
jrn_1042_0013,3,2026-04-14,140000,14.86,0.00,INR,set_1042_0013,Synthetic input GST
jrn_1042_0013,4,2026-04-14,120000,0.00,4346.00,INR,set_1042_0013,Synthetic clearing credit
jrn_1042_0014,1,2026-04-15,110000,2230.53,0.00,INR,set_1042_0014,Synthetic bank receipt
jrn_1042_0014,2,2026-04-15,510000,58.88,0.00,INR,set_1042_0014,Synthetic gateway fee expense
jrn_1042_0014,3,2026-04-15,140000,10.59,0.00,INR,set_1042_0014,Synthetic input GST
jrn_1042_0014,4,2026-04-15,120000,0.00,2300.00,INR,set_1042_0014,Synthetic clearing credit
